Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT22,OUT013,1193.9365
DRO35,OUT035,1873.0253
FDJ41,OUT049,4034.8176
FDQ27,OUT035,1491.1151
FDC26,OUT017,2239.306
NCF43,OUT027,3682.916
NCR50,OUT035,2444.6946
FDE39,OUT018,1574.9573
FDN49,OUT027,2056.239
DRG11,OUT035,1380.7678
NCA18,OUT049,1763.3981
FDM36,OUT018,2769.7925
FDW32,OUT017,1422.5293
NCQ18,OUT010,239.95265
FDX14,OUT027,1985.2382
FDD46,OUT017,2339.7007
FDI34,OUT019,429.4486
NCJ17,OUT035,1758.7603
FDB52,OUT035,5446.069
FDV55,OUT018,2045.6012
FDC57,OUT046,3062.0435
FDB29,OUT046,1740.0399
NCO43,OUT035,1191.5826
FDG44,OUT045,846.07996
FDJ34,OUT045,1640.0793
FDH40,OUT049,962.966
NCD07,OUT027,2830.3718
FDB41,OUT017,872.65356
FDH47,OUT018,995.91754
DRK37,OUT035,2974.318
FDM25,OUT019,717.788
NCX06,OUT045,2625.5728
NCS05,OUT017,2150.1582
FDS39,OUT045,1807.1383
FDC47,OUT027,6295.3174
FDG20,OUT013,2874.0686
DRL23,OUT017,1873.6227
FDY33,OUT013,2512.0334
NCH18,OUT045,3534.5881
FDX47,OUT035,2734.0562
NCB06,OUT045,2221.9734
FDP36,OUT049,817.47943
FDW44,OUT018,2552.11
NCU41,OUT018,2966.459
NCS17,OUT046,1523.3646
FDD46,OUT035,2548.9739
FDE45,OUT017,3168.6704
FDI09,OUT017,8037.6997
NCJ54,OUT010,622.546
NCA29,OUT018,2147.0554
NCN41,OUT027,3374.1187
FDY34,OUT035,2777.514
NCG55,OUT035,1805.905
DRM49,OUT046,623.4646
NCB42,OUT049,1973.8013
FDE58,OUT045,1543.3585
DRJ25,OUT013,1073.759
FDS47,OUT010,292.78696
FDY21,OUT049,3277.7095
NCI54,OUT013,1656.2343
FDO24,OUT017,2221.285
FDY43,OUT035,2685.0034
FDF35,OUT018,1009.30115
NCP29,OUT019,135.49094
FDN28,OUT027,2530.8079
FDJ50,OUT018,918.11707
FDQ14,OUT027,3811.429
FDC37,OUT035,1649.821
FDN08,OUT046,2175.1313
FDD04,OUT035,2728.1301
FDW34,OUT018,4010.0654
FDP04,OUT017,1130.9954
NCG07,OUT017,2697.42
NCN14,OUT018,3510.6804
FDJ16,OUT045,746.55286
NCM42,OUT045,1473.5566
NCF19,OUT046,738.01465
FDY21,OUT018,3068.2014
FDY19,OUT035,1955.9236
FDV09,OUT045,1988.8403
FDA28,OUT013,2271.9297
FDC38,OUT018,1992.0095
FDL28,OUT045,3270.306
NCH43,OUT049,3395.6108
NCN53,OUT045,840.4728
NCW05,OUT017,1687.1127
NCO30,OUT018,2611.772
FDT04,OUT019,74.61922
FDB27,OUT018,2913.0044
NCK07,OUT013,2606.8804
NCA53,OUT013,1044.1344
FDB33,OUT018,2332.7227
FDU37,OUT017,1635.6458
FDR13,OUT035,2166.735
FDE45,OUT049,2920.9277
FDV37,OUT017,3520.1147
FDX44,OUT019,191.81717
NCL06,OUT017,3995.186
FDJ28,OUT045,2647.424
FDX55,OUT049,3865.8833
NCK17,OUT018,676.84393
FDH52,OUT035,955.52856
FDN13,OUT027,3634.174
FDK44,OUT018,2558.9849
FDU16,OUT046,1253.8467
FDZ07,OUT017,1115.2987
NCN06,OUT027,4190.2563
FDH02,OUT010,211.94366
NCW18,OUT045,3609.816
FDH57,OUT013,2303.869
FDV35,OUT045,2935.6309
NCU29,OUT013,2408.2056
NCP02,OUT046,923.18994
FDN44,OUT013,3004.0586
FDX03,OUT018,619.5375
FDR11,OUT010,410.32855
FDA36,OUT046,3374.999
FDP58,OUT027,6025.4116
FDH31,OUT045,1084.1863
FDH34,OUT035,3466.3062
FDS13,OUT035,5011.1025
FDT01,OUT018,3468.7812
FDY09,OUT049,3022.595
FDV33,OUT027,7353.0684
NCW29,OUT010,385.92462
NCN17,OUT045,1613.3373
FDX01,OUT046,2324.1562
FDL03,OUT049,3723.6477
DRL59,OUT049,909.3063
DRM11,OUT027,6479.0625
FDA43,OUT049,3306.9631
FDZ56,OUT010,363.376
FDI44,OUT018,1048.4375
FDB50,OUT013,1527.6621
FDU15,OUT019,55.107574
NCJ19,OUT019,70.066795
FDD48,OUT013,1741.7572
NCW42,OUT035,3387.7932
FDL24,OUT017,2892.2632
NCB30,OUT013,3322.7122
FDK25,OUT013,2694.5095
FDW28,OUT049,2893.6008
FDD47,OUT017,2288.9026
FDK16,OUT019,140.347
FDW37,OUT046,1723.8757
FDA48,OUT035,3295.7427
FDA14,OUT017,2305.8096
FDV15,OUT013,1738.6732
FDN22,OUT049,3957.123
NCD55,OUT045,696.69916
FDY43,OUT013,2865.5317
NCU05,OUT017,1330.858
FDF10,OUT035,1957.2527
FDR39,OUT018,2884.8103
FDG40,OUT013,775.8293
FDZ28,OUT019,241.78586
FDE02,OUT045,1432.1503
FDU60,OUT049,2647.6519
FDM21,OUT013,5146.611
FDV52,OUT019,183.08517
NCW06,OUT013,3170.5413
FDX36,OUT035,3087.3696
FDT35,OUT027,4162.825
NCL19,OUT010,322.94772
NCD31,OUT046,2243.6362
FDE53,OUT019,232.37502
FDW58,OUT019,296.51468
DRF48,OUT046,2743.9001
FDW57,OUT035,2390.8508
DRH13,OUT017,1607.4833
FDT33,OUT013,2766.8865
DRK47,OUT027,5370.342
FDY22,OUT010,285.63254
FDC35,OUT019,190.61644
FDO03,OUT013,4177.211
FDF24,OUT045,1402.8826
FDF56,OUT018,2689.2349
FDD28,OUT013,1010.16034
FDG53,OUT027,3760.4402
FDO27,OUT019,317.53043
NCF54,OUT018,2292.2783
FDC20,OUT027,1881.2849
FDU10,OUT046,1004.4334
DRA24,OUT018,2128.2961
FDA02,OUT010,240.48178
FDG10,OUT017,1146.1643
FDW39,OUT010,589.57806
FDP04,OUT019,136.1993
NCM55,OUT013,3103.959
FDG47,OUT045,4025.7283
NCU41,OUT017,2744.4648
NCK31,OUT017,823.5494
FDZ46,OUT045,1383.5863
FDU13,OUT027,4520.532
NCF19,OUT045,767.1175
NCJ43,OUT013,2831.973
NCJ05,OUT045,2302.8096
FDS04,OUT027,3525.8071
FDX28,OUT010,170.6642
FDB41,OUT027,1321.7902
FDG53,OUT046,2179.0728
FDL15,OUT010,457.11804
FDQ08,OUT049,885.62317
DRN36,OUT013,1738.3184
FDI46,OUT013,4633.6323
FDG16,OUT027,5893.1196
FDV32,OUT013,1248.7428
FDF44,OUT010,294.48846
FDK04,OUT018,620.31506
NCA41,OUT013,3239.267
FDD51,OUT017,942.61615
NCZ53,OUT045,2916.3596
FDP01,OUT027,5124.177
FDY25,OUT049,3024.4685
FDB17,OUT018,2465.233
NCV54,OUT018,1392.0258
FDJ32,OUT017,1120.5752
FDA37,OUT049,1860.9731
FDG35,OUT035,4381.609
NCM05,OUT018,4486.0205
FDG45,OUT046,3894.2217
FDH28,OUT013,675.52637
NCE18,OUT049,4584.3794
FDH38,OUT045,1776.2944
FDR56,OUT013,3314.0078
FDH17,OUT027,2430.1992
FDD39,OUT049,3131.6504
FDB41,OUT049,724.4012
NCR53,OUT046,3598.7632
FDX46,OUT017,1079.3605
FDV28,OUT049,629.15875
FDA08,OUT018,2355.0588
FDH45,OUT017,925.09344
NCS38,OUT010,244.53947
FDD40,OUT010,361.06314
DRM59,OUT035,2442.6077
NCJ43,OUT018,2301.4795
NCN29,OUT013,1079.8157
NCC19,OUT045,2581.3035
FDR56,OUT035,3501.0396
FDZ43,OUT049,4173.293
FDJ32,OUT010,116.717834
DRH03,OUT017,1487.1028
NCZ54,OUT035,2533.9707
FDE26,OUT017,2768.5627
FDS03,OUT045,757.72705
DRZ24,OUT019,207.71739
FDO48,OUT027,6603.1704
FDW39,OUT049,2951.7803
NCK05,OUT049,1192.778
NCK30,OUT017,3935.56
FDT27,OUT018,3878.0415
FDS08,OUT019,366.37473
NCJ19,OUT049,945.78503
FDC58,OUT045,741.902
DRE37,OUT013,3481.1897
FDW02,OUT035,2221.5151
FDJ02,OUT010,303.0357
FDX09,OUT045,2215.9705
FDT31,OUT010,435.02417
FDI24,OUT049,2946.764
FDY09,OUT045,2440.0347
FDV28,OUT045,524.2704
DRM47,OUT049,2902.4592
FDT52,OUT019,632.114
FDI48,OUT018,776.7581
FDY55,OUT017,4996.012
FDU48,OUT013,1993.3434
FDN25,OUT045,946.391
FDP20,OUT049,2001.9863
FDJ15,OUT013,3190.5872
FDD04,OUT018,1960.2717
FDY58,OUT045,3083.3962
FDR37,OUT018,2779.6
FDF44,OUT013,2242.599
FDD32,OUT045,1279.0068
FDR57,OUT017,2819.9048
DRG39,OUT027,2002.0936
FDX15,OUT017,2563.8225
DRN37,OUT045,2510.9622
FDW40,OUT027,3821.25
FDB32,OUT049,1369.4515
FDM40,OUT018,1581.2604
FDE39,OUT027,3013.9033
DRH49,OUT017,1330.2344
FDT46,OUT049,982.1824
NCF06,OUT035,4512.274
FDP07,OUT017,3514.556
FDC04,OUT013,4693.351
FDZ32,OUT017,1904.0776
FDD50,OUT045,2408.3826
FDU56,OUT017,3323.7344
FDV34,OUT017,1368.3861
NCY41,OUT013,768.63904
NCK18,OUT046,2314.8247
DRH25,OUT049,795.0454
FDT57,OUT046,3989.9365
FDV56,OUT018,1316.793
FDV12,OUT045,1581.1959
FDN52,OUT017,1142.1581
FDX38,OUT035,936.98224
FDE47,OUT018,1160.1349
NCO07,OUT013,3576.0068
FDV09,OUT027,4126.775
FDZ23,OUT019,365.1164
DRH51,OUT018,1259.7589
NCY54,OUT045,2229.554
DRG49,OUT013,4873.474
NCC19,OUT049,2877.9878
NCV53,OUT045,3924.8682
FDZ47,OUT019,239.75024
NCO26,OUT018,1284.2041
NCP02,OUT045,912.36523
NCW30,OUT018,3723.3716
NCN55,OUT046,3463.334
FDB20,OUT010,143.02515
DRL11,OUT013,2465.3948
DRD60,OUT045,2990.1665
FDW14,OUT010,133.89587
FDL27,OUT010,162.99324
FDU09,OUT018,966.6189
DRH36,OUT027,1964.3435
FDP34,OUT027,4341.733
FDE04,OUT017,3479.929
FDZ57,OUT027,3573.8914
FDF02,OUT010,191.15192
FDG28,OUT045,3687.12
NCI31,OUT046,548.11255
FDT43,OUT013,1064.5725
FDU20,OUT046,2047.9456
FDD53,OUT013,980.3297
FDW15,OUT045,1936.661
NCT53,OUT045,2394.3606
NCG55,OUT027,2866.63
FDD48,OUT035,1714.6152
FDG47,OUT049,4104.8853
FDI21,OUT017,1134.273
FDT27,OUT017,3969.6084
DRO35,OUT013,1872.9812
FDD33,OUT017,4577.6797
FDC04,OUT035,4794.848
FDY34,OUT013,2856.4463
DRJ49,OUT049,1799.9879
FDE05,OUT049,1862.7706
FDU31,OUT017,4216.475
NCN19,OUT027,5057.5635
FDK56,OUT027,5669.9805
FDK58,OUT017,1763.8827
NCJ42,OUT035,1563.6792
FDZ34,OUT027,4461.1924
FDA52,OUT018,2462.6118
NCR29,OUT013,1010.1182
FDT48,OUT035,3753.9717
DRJ51,OUT019,599.4247
NCS54,OUT046,2406.8538
FDV01,OUT035,2537.2124
DRG51,OUT027,4883.372
NCG42,OUT013,2047.9951
FDA51,OUT049,1599.7239
FDV19,OUT010,326.5969
NCT18,OUT045,2531.1936
NCS41,OUT045,2680.4392
FDO03,OUT046,3854.3838
FDL12,OUT010,120.949905
FDY37,OUT010,288.33673
FDI58,OUT049,1429.3896
FDT28,OUT018,1860.635
NCC42,OUT010,404.3051
FDO01,OUT017,2082.8557
FDJ02,OUT013,2537.0925
FDQ04,OUT018,528.9184
DRL47,OUT013,2162.5032
FDZ32,OUT035,1668.279
FDC35,OUT035,3958.8308
FDX14,OUT045,962.43854
FDZ35,OUT013,1982.4656
FDL14,OUT013,2731.7815
FDO04,OUT049,865.34033
DRK11,OUT017,2587.5596
FDB44,OUT018,3477.407
FDZ50,OUT049,2427.3118
FDI12,OUT027,2274.3438
FDU43,OUT017,4578.2856
FDD58,OUT010,255.82333
FDB27,OUT017,3240.7734
FDB04,OUT018,1151.3373
NCO17,OUT013,2152.451
FDL12,OUT017,939.8691
DRJ13,OUT049,2511.5713
FDD57,OUT045,1259.386
FDW19,OUT035,1803.1204
DRD27,OUT018,1371.1804
FDH27,OUT027,3686.1167
NCW30,OUT027,7094.021
FDR40,OUT018,809.645
FDG05,OUT013,2405.9473
NCY41,OUT019,101.51009
FDI38,OUT018,3283.9636
FDR20,OUT046,855.41284
FDE09,OUT017,1845.8154
FDN50,OUT019,263.9091
DRF27,OUT045,2393.2988
DRF51,OUT013,756.67426
NCO02,OUT019,86.521935
FDB51,OUT027,1664.6486
FDJ50,OUT013,1121.6213
FDN52,OUT013,1144.829
FDX14,OUT013,1154.617
FDT27,OUT019,680.13947
FDV10,OUT013,898.27765
FDU33,OUT046,980.2788
FDU58,OUT046,3308.029
NCP42,OUT027,5050.299
FDL51,OUT027,5777.59
DRH15,OUT027,2050.9282
FDU16,OUT017,1458.4005
FDW15,OUT017,2138.1072
FDQ44,OUT045,1734.51
NCI06,OUT027,4540.755
DRK23,OUT019,676.7695
FDC28,OUT035,1643.4031
NCY17,OUT019,171.33644
NCV05,OUT018,2169.065
FDM34,OUT019,267.5234
DRD60,OUT027,4839.435
FDT38,OUT046,1287.1215
FDQ57,OUT018,2356.2034
FDE59,OUT027,1015.8051
NCM43,OUT046,1915.6606
DRI51,OUT049,2937.6
NCG30,OUT017,1669.325
NCK54,OUT035,1849.5593
FDQ16,OUT019,211.04677
FDI36,OUT013,3341.5354
FDX16,OUT027,3888.3208
FDA34,OUT046,2428.979
FDJ48,OUT018,4071.426
FDU47,OUT035,2226.7725
FDS39,OUT046,2373.5408
FDD11,OUT046,3552.5747
FDM16,OUT027,1871.0476
FDU56,OUT018,2722.9216
FDQ32,OUT017,2114.7178
DRK35,OUT013,831.35095
FDA58,OUT049,4058.9639
DRG48,OUT019,315.90952
FDT59,OUT010,738.7065
FDQ31,OUT019,233.5588
FDS51,OUT018,761.33484
FDW32,OUT027,2676.9192
FDI15,OUT027,7037.904
NCV30,OUT017,861.22595
DRG25,OUT049,2938.7932
FDT02,OUT013,751.9157
FDO33,OUT027,3327.9277
FDP38,OUT035,1187.0994
FDZ45,OUT035,3516.5127
NCA54,OUT027,4569.693
FDU33,OUT017,855.6764
FDN58,OUT017,4047.3833
FDI05,OUT045,791.2249
FDM57,OUT019,169.40416
NCS42,OUT027,2320.4902
FDB57,OUT045,4191.2026
FDC03,OUT045,2714.4346
FDZ58,OUT013,2274.3438
NCK29,OUT045,1804.3711
NCR53,OUT045,3001.6252
FDE26,OUT027,4293.441
FDU52,OUT049,1931.9034
FDE41,OUT027,2047.7181
FDU38,OUT018,2788.8848
FDA52,OUT017,2549.6064
FDW46,OUT046,1221.5604
DRI59,OUT035,4011.023
FDT38,OUT035,1603.1277
FDL33,OUT018,3137.0508
FDQ01,OUT027,7113.693
FDJ08,OUT046,2756.704
FDQ47,OUT049,984.7733
NCZ18,OUT013,4416.644
FDE29,OUT017,844.27185
FDF10,OUT027,3795.1597
FDC48,OUT049,1352.3676
FDY58,OUT013,4137.1846
NCX30,OUT010,783.4738
FDV11,OUT013,2867.5552
FDT46,OUT046,1158.7234
DRD01,OUT019,66.50542
FDQ11,OUT013,4200.107
NCM41,OUT017,1409.9402
NCC55,OUT013,699.4681
FDG45,OUT027,6704.309
NCQ54,OUT049,3278.2288
FDM34,OUT045,1697.3154
FDD17,OUT019,578.0369
FDN38,OUT027,7298.88
FDB53,OUT018,2097.56
NCL06,OUT035,4129.2334
NCV18,OUT019,125.08289
FDX25,OUT013,3238.8396
FDB39,OUT046,861.46857
FDC33,OUT049,3096.7053
NCO14,OUT018,515.9078
FDA58,OUT027,6640.1953
NCQ02,OUT017,3018.3818
NCR53,OUT017,3073.504
FDN52,OUT046,1453.972
FDG26,OUT046,5634.524
FDE23,OUT027,1214.4019
DRI37,OUT013,1150.9451
DRH37,OUT018,2317.7227
FDO01,OUT035,3236.913
FDK45,OUT049,2717.1746
FDP23,OUT049,4259.964
FDM33,OUT035,3893.4587
FDD36,OUT017,1802.8115
FDL56,OUT017,1489.5298
FDT27,OUT010,706.356
FDG52,OUT017,787.5752
NCL42,OUT035,3814.7717
DRJ24,OUT046,2410.6497
FDV38,OUT046,787.07806
FDT35,OUT045,3130.1086
FDY51,OUT045,3184.0205
FDC37,OUT017,1553.5868
NCP43,OUT013,3031.7122
FDO33,OUT045,1402.3896
FDW04,OUT018,1426.7191
NCC31,OUT046,2198.7017
FDK22,OUT049,3907.352
FDJ50,OUT017,1330.7861
FDV13,OUT017,1738.438
DRL60,OUT017,2426.1758
FDW03,OUT017,1380.4187
FDY27,OUT035,3285.042
FDB39,OUT027,1531.2233
FDU59,OUT045,2599.806
FDZ57,OUT049,2145.6892
FDO21,OUT049,4029.8025
FDS43,OUT018,2913.2573
FDU28,OUT010,405.8011
FDC51,OUT010,205.10992
FDW16,OUT010,176.56017
FDP32,OUT010,253.58014
FDB60,OUT019,467.6253
NCQ30,OUT046,1653.2997
FDD26,OUT049,2736.2642
FDI44,OUT045,1009.4776
DRH23,OUT046,1008.3919
FDO44,OUT046,1707.0574
FDG04,OUT046,3263.6477
FDM32,OUT027,2840.0647
FDM09,OUT013,2672.9194
FDZ47,OUT013,1491.644
FDM40,OUT027,3941.3896
FDY48,OUT017,1520.4263
NCM30,OUT045,676.0458
FDX36,OUT010,578.60046
DRF03,OUT017,827.4278
FDN51,OUT049,5065.712
FDM57,OUT049,1261.3186
FDB35,OUT049,1093.2386
FDY13,OUT027,2599.808
FDA37,OUT017,2521.0955
NCX53,OUT017,2201.2766
FDD59,OUT018,767.91077
FDX10,OUT019,105.22111
FDC03,OUT018,2878.1423
FDW43,OUT035,4866.6265
FDW10,OUT046,2610.925
FDY14,OUT027,7019.439
FDV43,OUT045,633.5617
FDO40,OUT013,2938.256
FDP46,OUT027,2663.2205
NCE43,OUT019,230.41087
FDD05,OUT035,2198.7856
FDJ60,OUT010,335.85626
DRE27,OUT018,1571.0754
FDO11,OUT035,4507.1704
DRG11,OUT027,2562.145
FDK33,OUT010,558.124
DRM23,OUT045,2694.8213
FDJ02,OUT027,4338.728
NCZ05,OUT045,1578.3407
NCL30,OUT013,1936.7399
FDZ19,OUT018,2781.7764
FDM45,OUT049,1912.1342
FDO36,OUT046,3085.2778
NCK31,OUT045,717.00977
DRJ37,OUT045,2316.1091
FDP24,OUT018,1544.8757
FDF46,OUT013,2000.5846
FDX46,OUT019,134.28922
NCL18,OUT045,2684.8606
FDJ26,OUT013,3528.1438
FDJ07,OUT045,1382.9229
FDY15,OUT013,2447.0073
DRG01,OUT045,1126.8479
FDF58,OUT045,924.4126
FDZ14,OUT019,249.9403
FDP31,OUT049,1177.8514
FDH45,OUT013,926.7085
FDA09,OUT010,370.9462
FDW31,OUT035,3622.1743
FDA57,OUT046,997.84186
NCE55,OUT035,2742.7573
FDC17,OUT019,546.6951
FDC59,OUT013,989.2359
FDA22,OUT013,2361.491
FDK52,OUT035,4048.6199
NCM26,OUT046,1756.5182
NCT53,OUT035,3106.3677
FDW45,OUT018,2134.2703
NCI18,OUT035,3514.1335
FDE38,OUT018,2618.808
FDF08,OUT019,226.52213
FDY58,OUT010,578.23773
FDF58,OUT019,173.85957
FDX39,OUT017,3482.709
FDB44,OUT049,3753.7122
FDF28,OUT013,2113.1274
FDE39,OUT013,1913.6403
FDT37,OUT018,4419.8843
FDZ45,OUT017,3257.439
FDO40,OUT035,2759.333
FDM57,OUT027,2341.5166
DRG36,OUT017,2608.0498
FDY36,OUT010,124.737114
DRL60,OUT027,4017.58
FDS25,OUT019,347.31735
DRF49,OUT027,2800.6187
FDP16,OUT045,4100.9697
FDS60,OUT049,2904.6638
FDU15,OUT027,1288.3071
FDK43,OUT046,1921.1163
FDN25,OUT046,958.4263
FDE53,OUT049,1380.8827
FDB22,OUT013,2613.7803
FDE39,OUT017,1875.6992
FDX35,OUT035,3846.7214
NCG54,OUT049,2634.9487
FDH27,OUT035,2730.158
NCK42,OUT013,3708.0745
FDS25,OUT049,1750.9998
FDI10,OUT018,2710.3894
FDU35,OUT035,1899.1461
FDI04,OUT017,3083.3232
DRK23,OUT035,4167.0576
FDB53,OUT019,228.91661
FDY02,OUT049,4067.7275
FDM60,OUT035,685.2106
NCJ31,OUT010,1291.8887
DRP35,OUT017,2037.9755
NCQ30,OUT018,1441.4397
DRL11,OUT010,279.19666
FDU01,OUT013,3347.3933
FDR39,OUT035,3294.2544
FDO08,OUT046,2822.853
FDC02,OUT045,5273.3887
NCZ29,OUT035,2271.4988
FDF29,OUT010,279.94348
FDZ23,OUT017,2940.6985
NCU53,OUT018,2375.1624
NCW30,OUT013,4711.8286
NCM26,OUT027,3885.9326
FDV50,OUT027,3171.1167
FDW15,OUT049,2241.2134
FDI35,OUT027,4229.5107
FDO11,OUT017,4299.739
FDN48,OUT046,1377.0854
NCA17,OUT049,2554.7322
NCN54,OUT013,1125.3458
FDP22,OUT013,989.6296
NCB54,OUT035,2419.9883
FDD08,OUT045,592.4969
DRM48,OUT010,98.46065
FDG41,OUT027,2751.8784
FDE44,OUT027,1979.0825
FDE26,OUT035,2447.777
NCS38,OUT013,1696.1438
NCJ54,OUT018,3142.9338
FDI40,OUT019,157.44672
FDN45,OUT018,3357.92
FDU43,OUT046,3932.547
FDI04,OUT010,415.88635
NCC07,OUT018,1339.2744
NCC07,OUT019,231.26413
NCD18,OUT045,3358.6038
FDU55,OUT035,5209.6777
FDX59,OUT035,1057.9231
FDR52,OUT049,2484.267
NCP17,OUT013,1173.4935
FDQ32,OUT045,1987.0128
NCT17,OUT049,3016.1848
FDO10,OUT049,946.36847
FDE32,OUT049,629.6405
FDN44,OUT045,2285.6516
FDH02,OUT035,1720.5833
FDK60,OUT013,1464.166
FDS24,OUT019,171.60583
FDL03,OUT010,586.22723
FDB46,OUT027,5519.643
FDO48,OUT049,3856.5596
FDZ39,OUT049,1656.3812
FDT02,OUT027,1269.3792
FDC50,OUT013,1684.5573
FDP39,OUT035,752.0118
DRG15,OUT018,1022.70483
FDP10,OUT018,1499.0393
FDF53,OUT027,4748.538
FDN34,OUT045,2273.1858
FDK02,OUT045,1726.2491
FDC23,OUT045,2661.0745
FDJ10,OUT019,235.9341
FDE53,OUT035,1666.8239
FDR25,OUT035,4696.984
FDW50,OUT046,2460.5637
FDS09,OUT049,877.23883
FDW49,OUT010,363.551
FDU51,OUT046,2709.7163
FDF28,OUT018,1497.0859
NCY30,OUT018,2524.9421
FDD44,OUT045,5052.9263
FDX09,OUT017,2834.153
NCF30,OUT013,1944.4637
FDZ50,OUT019,414.90683
FDW37,OUT013,1563.763
FDD11,OUT049,3987.726
DRH39,OUT018,1074.285
FDA36,OUT049,3428.6707
NCG43,OUT049,1595.5968
FDF02,OUT035,1883.3075
FDP57,OUT027,2864.389
NCE42,OUT017,4049.1162
NCR38,OUT027,6531.389
FDP03,OUT019,302.92743
FDO51,OUT035,764.6995
NCQ42,OUT046,1651.6102
NCM41,OUT046,1525.1003
FDH48,OUT027,2113.5234
DRF60,OUT046,3486.0977
FDJ27,OUT035,1257.6603
FDQ14,OUT013,2474.7673
FDN27,OUT017,1740.7489
NCQ02,OUT046,2558.1282
FDJ33,OUT049,1970.0194
FDP07,OUT027,6067.9844
DRE01,OUT049,4489.285
FDU36,OUT045,1456.0049
FDL28,OUT017,3605.223
NCX53,OUT046,2483.8115
FDZ39,OUT013,1464.695
NCP42,OUT013,3287.967
FDJ14,OUT035,1479.9437
FDK04,OUT049,731.543
NCC19,OUT017,2571.4883
FDS09,OUT018,913.2558
FDZ02,OUT046,1590.5598
FDD35,OUT018,1138.0587
NCY42,OUT017,2236.1973
FDB05,OUT045,3460.2146
FDF20,OUT035,3411.2893
NCO41,OUT018,1328.2137
FDC40,OUT027,2262.3416
FDV58,OUT045,2603.8896
FDZ57,OUT045,1781.9381
DRM35,OUT046,2715.4072
DRN36,OUT018,1064.4434
FDQ13,OUT046,1635.9186
DRO35,OUT010,205.19127
NCD43,OUT035,1762.2268
FDA51,OUT018,1758.1062
NCX17,OUT027,5907.6577
NCZ17,OUT049,859.6301
FDR11,OUT027,3694.6694
FDW34,OUT049,4453.83
FDN50,OUT017,1801.7506
FDS09,OUT046,1065.7969
FDS48,OUT018,2113.4822
FDL44,OUT049,2775.7056
DRF48,OUT018,2618.0073
FDA14,OUT018,2285.469
NCD30,OUT049,1756.9581
FDI16,OUT017,795.67804
NCG06,OUT035,4152.076
DRZ24,OUT035,1862.0427
NCS17,OUT045,1415.2648
FDB37,OUT045,4621.81
FDE10,OUT035,1961.1373
FDC57,OUT045,3365.5796
FDM12,OUT018,2975.733
FDE24,OUT049,2142.8591
FDW22,OUT045,3245.2644
DRD01,OUT027,1444.0338
NCZ18,OUT027,6641.6875
FDN49,OUT045,865.0096
FDR22,OUT035,2011.6755
FDV08,OUT019,107.31587
FDY39,OUT046,3305.0146
FDV36,OUT049,1841.7811
FDO60,OUT045,893.33563
FDU04,OUT027,3236.8386
FDR20,OUT027,1828.8275
FDW19,OUT019,276.53354
FDU40,OUT049,3197.7727
FDK15,OUT045,1115.4728
DRF15,OUT035,2341.9492
FDQ25,OUT017,3367.444
FDI48,OUT019,104.734886
FDS49,OUT046,1503.1986
FDV22,OUT046,2813.1475
NCV42,OUT046,1533.5287
FDX26,OUT046,2757.7263
FDI33,OUT018,1318.8025
FDZ14,OUT049,1369.0447
FDG10,OUT013,1058.5631
FDM38,OUT018,951.4671
FDG26,OUT027,7972.207
FDH46,OUT035,1602.2898
FDN13,OUT018,1001.77496
FDU57,OUT035,2123.4285
NCI06,OUT046,2414.2295
FDM38,OUT045,965.5323
NCG42,OUT010,332.38266
FDL39,OUT045,2538.2039
FDT31,OUT019,487.5745
FDV59,OUT013,3980.3105
FDB49,OUT035,1422.0499
FDD58,OUT049,1819.9763
DRN59,OUT046,953.2745
FDX48,OUT049,2353.395
FDQ11,OUT049,5233.4756
FDY12,OUT049,862.48694
FDQ11,OUT045,4015.5696
DRI11,OUT017,1843.6277
FDY32,OUT027,4952.509
FDS51,OUT045,749.7409
FDR19,OUT010,412.53174
DRB13,OUT018,2407.195
FDS21,OUT035,1167.131
FDQ40,OUT045,2420.712
NCE55,OUT013,2798.0933
FDX43,OUT027,5070.2324
FDS12,OUT049,1931.5748
DRK01,OUT027,2373.2944
FDN25,OUT017,1057.9227
FDB60,OUT046,3363.476
FDQ13,OUT017,1732.1703
DRK13,OUT045,3142.3389
DRF25,OUT018,412.69833
NCD42,OUT019,147.07663
FDW25,OUT045,1258.3436
NCV29,OUT027,4645.409
NCK42,OUT035,3666.7556
DRJ13,OUT027,4078.0017
DRD15,OUT017,4726.8667
FDM27,OUT045,2253.3384
FDZ50,OUT018,2657.0312
FDC04,OUT046,4145.07
FDF50,OUT049,3342.1807
FDP15,OUT045,4288.2217
FDK46,OUT035,4876.1426
FDZ56,OUT018,2464.798
FDY60,OUT049,2287.8245
FDB10,OUT035,4251.9272
FDR57,OUT045,2265.5854
FDU58,OUT049,3191.1443
FDH02,OUT046,1901.5687
FDP48,OUT013,3130.026
FDI46,OUT035,4538.313
FDW56,OUT013,3430.2222
NCM19,OUT010,173.98903
FDS50,OUT027,5660.335
FDK24,OUT013,800.5567
FDO36,OUT017,2689.5637
FDK45,OUT027,4646.393
NCL05,OUT045,871.0208
FDL32,OUT018,1562.0884
FDA28,OUT049,1697.3085
FDY36,OUT018,941.04504
FDP32,OUT018,1995.5269
FDL50,OUT046,2518.8154
DRC24,OUT049,2446.419
NCS18,OUT017,1389.0782
FDD16,OUT017,1331.7382
NCV18,OUT013,1327.2655
FDX07,OUT046,3165.9292
NCZ05,OUT027,2887.2542
